Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_DESeq_normData
Work Source: Analine_DESeq_normData_williams_0.05_NOMTC_foldfilter1.5_BMD
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 06/26/2023 14:40.28
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 3891
Total Run Time: 4 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0042981	7	regulation of apoptotic process	317	410	12	10	1	11	11	10	12	1	1	79	409	18587	0.48437	0.8248	1.0	0.24	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0042989	8	sequestering of actin monomers	6	8	1	1	0	1	1	1	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0042995	3	cell projection	809	901	29	24	3	26	26	25	29	2	2	78	899	18097	0.26477	0.89699	0.59156	0.22	503741;30725	zgc:113337;chrna1	ENSDARG00000041998;ENSDARG00000009021		0.7682884999999999	0.7682884999999999	0.726727	0.058776836972569614	0.7580913834844205	0.056980296542184006	0.2369455	0.2369455	0.234914	0.0028729748519600983	0.23744392864673794	0.0027851610847883334	2.500935	2.500935	2.20997	0.41148664917588923	2.429546719813876	0.3989093748636824									0.80985;0.726727	0.234914;0.238977	2.7919;2.20997	0	2	0															2	503741;30725	ENSDARG00000041998;ENSDARG00000009021	0.7682884999999999	0.7682884999999999	0.058776836972569614	0.2369455	0.2369455	0.0028729748519600983	2.500935	2.500935	0.41148664917588923	0.80985;0.726727	0.234914;0.238977	2.7919;2.20997	0						Poly 2,2(1)	1.9769682811286284	3.954271674156189	1.951396107673645	2.002875566482544	0.03640147441558598	1.9771358370780945	0.68682796	0.8497490399999998	0.23296376000000002	0.24092724	1.9306436000000002	3.0712264	DOWN	0.0	1.0	0.0	
GO:0043005	5	neuron projection	458	529	19	16	3	17	17	16	19	2	2	78	527	18469	0.61684	0.65466	1.0	0.38	503741;30725	zgc:113337;chrna1	ENSDARG00000041998;ENSDARG00000009021		0.7682884999999999	0.7682884999999999	0.726727	0.058776836972569614	0.7580913834844205	0.056980296542184006	0.2369455	0.2369455	0.234914	0.0028729748519600983	0.23744392864673794	0.0027851610847883334	2.500935	2.500935	2.20997	0.41148664917588923	2.429546719813876	0.3989093748636824									0.80985;0.726727	0.234914;0.238977	2.7919;2.20997	0	2	0															2	503741;30725	ENSDARG00000041998;ENSDARG00000009021	0.7682884999999999	0.7682884999999999	0.058776836972569614	0.2369455	0.2369455	0.0028729748519600983	2.500935	2.500935	0.41148664917588923	0.80985;0.726727	0.234914;0.238977	2.7919;2.20997	0						Poly 2,2(1)	1.9769682811286284	3.954271674156189	1.951396107673645	2.002875566482544	0.03640147441558598	1.9771358370780945	0.68682796	0.8497490399999998	0.23296376000000002	0.24092724	1.9306436000000002	3.0712264	DOWN	0.0	1.0	0.0	
GO:0043009	6	chordate embryonic development	112	117	2	2	0	2	2	2	2	0	0	80	117	18879	0.61067	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043010	7	camera-type eye development	74	76	3	3	2	3	3	3	3	2	2	78	74	18922	0.99599	0.040538	0.040538	2.63	100038765;569518	dkk3b;ankrd33ab	ENSDARG00000070683;ENSDARG00000002508		3.41495	3.41495	1.10189	3.271160822582711	2.1864699805728085	2.771672204813609	1.5515795000000001	1.5515795000000001	0.195669	1.9175470184640848	0.8314473126025553	1.6247479291781983	8.744975	8.744975	6.20525	3.591713539698012	7.396111841526063	3.0432782506161753									5.72801;1.10189	2.90749;0.195669	11.2847;6.20525	1	1	1	569518	ENSDARG00000002508	1.10189	1.10189		0.195669	0.195669		6.20525	6.20525		1.10189	0.195669	6.20525	1	100038765	ENSDARG00000070683	5.72801	5.72801		2.90749	2.90749		11.2847	11.2847		5.72801	2.90749	11.2847	0						Linear,1(0.5);Poly 2,1(0.5)	1.6986144968589694	3.4068398475646973	1.5755597352981567	1.8312801122665405	0.1808216126419244	1.7034199237823486	-1.1186475999999992	7.9485475999999995	-1.1060050799999999	4.20916408	3.7671139999999994	13.722836000000001	CONFLICT	0.5	0.5	0.0	
GO:0043021	4	ribonucleoprotein complex binding	58	60	2	2	0	2	2	2	2	0	0	80	60	18936	0.77682	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043022	5	ribosome binding	32	34	1	1	0	1	1	1	1	0	0	80	34	18962	0.86674	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043024	5	ribosomal small subunit binding	8	8	1	1	0	1	1	1	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043025	4	neuronal cell body	58	59	2	2	1	2	2	2	2	1	1	79	58	18938	0.97453	0.2199	0.2199	1.69	503741	zgc:113337	ENSDARG00000041998		0.80985	0.80985	0.80985		0.80985		0.234914	0.234914	0.234914		0.234914		2.7919	2.7919	2.7919		2.7919										0.80985	0.234914	2.7919	0	1	0															1	503741	ENSDARG00000041998	0.80985	0.80985		0.234914	0.234914		2.7919	2.7919		0.80985	0.234914	2.7919	0						Poly 2,1(1)	2.002875566482544	2.002875566482544	2.002875566482544	2.002875566482544	0.0	2.002875566482544	0.80985	0.80985	0.234914	0.234914	2.7919	2.7919	DOWN	0.0	1.0	0.0	
GO:0043035	5	chromatin insulator sequence binding	6	6	2	1	1	1	1	1	2	1	1	79	5	18991	0.99974	0.024903	0.024903	16.67	794317	zgc:175107	ENSDARG00000075417		0.389047	0.389047	0.389047		0.3890469999999999		0.205848	0.205848	0.205848		0.205848		0.735288	0.735288	0.735288		0.735288		0.0	0.389047	0.0	0.389047	0.205848	0.205848	0.735288	0.735288	0.389047	0.205848	0.735288	1	0	1	794317	ENSDARG00000075417	0.389047	0.389047		0.205848	0.205848		0.735288	0.735288		0.389047	0.205848	0.735288	0															0						Poly 2,1(1)	1.993954062461853	1.993954062461853	1.993954062461853	1.993954062461853	0.0	1.993954062461853	0.389047	0.389047	0.205848	0.205848	0.735288	0.735288	UP	1.0	0.0	0.0	
GO:0043038	7	amino acid activation	42	43	1	1	0	1	1	1	1	0	0	80	43	18953	0.83451	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043039	8	tRNA aminoacylation	41	42	1	1	0	1	1	1	1	0	0	80	42	18954	0.83803	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043043	6	peptide biosynthetic process	283	289	5	3	1	5	5	5	5	1	1	79	288	18708	0.65757	0.7059	1.0	0.35	386968	calcoco1b	ENSDARG00000016391		0.692853	0.692853	0.692853		0.692853		0.23966	0.23966	0.23966		0.23966		2.00302	2.00302	2.00302		2.00302										0.692853	0.23966	2.00302	0	1	0															1	386968	ENSDARG00000016391	0.692853	0.692853		0.23966	0.23966		2.00302	2.00302		0.692853	0.23966	2.00302	0						Poly 2,1(1)	2.2257635593414307	2.2257635593414307	2.2257635593414307	2.2257635593414307	0.0	2.2257635593414307	0.692853	0.692853	0.23966	0.23966	2.00302	2.00302	DOWN	0.0	1.0	0.0	
GO:0043049	5	otic placode formation	23	23	1	0	0	0	0	0	1	0	0	80	23	18973	0.90781	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043062	5	extracellular structure organization	142	168	2	1	0	2	2	1	2	0	0	80	168	18828	0.49206	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043065	8	positive regulation of apoptotic process	84	95	2	1	1	2	2	1	2	1	1	79	94	18902	0.93962	0.32984	0.32984	1.05	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0043066	8	negative regulation of apoptotic process	150	220	5	5	0	5	5	5	5	0	0	80	220	18776	0.39458	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043067	6	regulation of programmed cell death	324	417	12	10	1	11	11	10	12	1	1	79	416	18580	0.47526	0.82999	1.0	0.24	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0043068	7	positive regulation of programmed cell death	85	96	2	1	1	2	2	1	2	1	1	79	95	18901	0.9385	0.33266	0.33266	1.04	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0043069	7	negative regulation of programmed cell death	155	225	5	5	0	5	5	5	5	0	0	80	225	18771	0.38628	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043085	5	positive regulation of catalytic activity	347	396	14	11	4	11	11	9	14	2	2	78	394	18602	0.7687	0.49708	0.68313	0.51	100141481;321065	ccl39.3;tbc1d4	ENSDARG00000100295;ENSDARG00000075156		1.7669819999999998	1.7669819999999998	0.835104	1.317874506077115	2.189476700429817	1.1746444866364631	1.01123	1.01123	0.23388	1.0993389127107254	1.36366482020084	0.9798599083644579	3.527135	3.527135	2.98186	0.7711353002229906	3.7743516933620795	0.6873263157309214									2.69886;0.835104	1.78858;0.23388	4.07241;2.98186	1	1	1	100141481	ENSDARG00000100295	2.69886	2.69886		1.78858	1.78858		4.07241	4.07241		2.69886	1.78858	4.07241	1	321065	ENSDARG00000075156	0.835104	0.835104		0.23388	0.23388		2.98186	2.98186		0.835104	0.23388	2.98186	0						Linear,1(0.5);Poly 2,1(0.5)	2.082876119272272	4.170905113220215	1.9818212985992432	2.1890838146209717	0.1465567305647497	2.0854525566101074	-0.05949887999999981	3.5934628799999997	-0.5123759999999997	2.534836	2.4583960000000005	4.595873999999999	CONFLICT	0.5	0.5	0.0	
GO:0043086	5	negative regulation of catalytic activity	161	188	4	1	0	2	2	2	4	0	0	80	188	18808	0.45204	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043087	6	regulation of GTPase activity	197	222	8	5	2	6	6	5	8	2	2	78	220	18776	0.9334	0.23867	0.23867	0.9	100141481;321065	ccl39.3;tbc1d4	ENSDARG00000100295;ENSDARG00000075156		1.7669819999999998	1.7669819999999998	0.835104	1.317874506077115	2.189476700429817	1.1746444866364631	1.01123	1.01123	0.23388	1.0993389127107254	1.36366482020084	0.9798599083644579	3.527135	3.527135	2.98186	0.7711353002229906	3.7743516933620795	0.6873263157309214									2.69886;0.835104	1.78858;0.23388	4.07241;2.98186	1	1	1	100141481	ENSDARG00000100295	2.69886	2.69886		1.78858	1.78858		4.07241	4.07241		2.69886	1.78858	4.07241	1	321065	ENSDARG00000075156	0.835104	0.835104		0.23388	0.23388		2.98186	2.98186		0.835104	0.23388	2.98186	0						Linear,1(0.5);Poly 2,1(0.5)	2.082876119272272	4.170905113220215	1.9818212985992432	2.1890838146209717	0.1465567305647497	2.0854525566101074	-0.05949887999999981	3.5934628799999997	-0.5123759999999997	2.534836	2.4583960000000005	4.595873999999999	CONFLICT	0.5	0.5	0.0	
GO:0043113	6	receptor clustering	19	21	1	1	1	1	1	1	1	1	1	79	20	18976	0.99654	0.084514	0.084514	4.76	30725	chrna1	ENSDARG00000009021		0.726727	0.726727	0.726727		0.726727		0.238977	0.238977	0.238977		0.238977		2.20997	2.20997	2.20997		2.20997										0.726727	0.238977	2.20997	0	1	0															1	30725	ENSDARG00000009021	0.726727	0.726727		0.238977	0.238977		2.20997	2.20997		0.726727	0.238977	2.20997	0						Poly 2,1(1)	1.951396107673645	1.951396107673645	1.951396107673645	1.951396107673645	0.0	1.951396107673645	0.726727	0.726727	0.238977	0.238977	2.20997	2.20997	DOWN	0.0	1.0	0.0	
GO:0043121	5	neurotrophin binding	6	8	1	1	0	1	1	1	1	0	0	80	8	18988	0.96693	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043122	7	regulation of I-kappaB kinase/NF-kappaB signaling	49	52	1	1	1	1	1	1	1	1	1	79	51	18945	0.97989	0.19654	0.19654	1.92	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0043123	8	positive regulation of I-kappaB kinase/NF-kappaB signaling	30	33	1	1	1	1	1	1	1	1	1	79	32	18964	0.99157	0.1296	0.1296	3.03	100270764	cd40	ENSDARG00000054968		0.68336	0.68336	0.68336		0.68336		0.239014	0.239014	0.239014		0.239014		1.95378	1.95378	1.95378		1.95378										0.68336	0.239014	1.95378	0	1	0															1	100270764	ENSDARG00000054968	0.68336	0.68336		0.239014	0.239014		1.95378	1.95378		0.68336	0.239014	1.95378	0						Poly 2,1(1)	2.6851003170013428	2.6851003170013428	2.6851003170013428	2.6851003170013428	0.0	2.6851003170013428	0.68336	0.68336	0.239014	0.239014	1.95378	1.95378	DOWN	0.0	1.0	0.0	
GO:0043139	5	5'-3' DNA helicase activity	5	6	1	0	0	1	1	1	1	0	0	80	6	18990	0.9751	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043144	9	sno(s)RNA processing	10	10	1	1	0	1	1	1	1	0	0	80	10	18986	0.95884	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043152	7	induction of bacterial agglutination	1	2	1	1	0	1	1	1	1	0	0	80	2	18994	0.99163	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0043161	8	proteasome-mediated ubiquitin-dependent protein catabolic process	203	210	6	4	1	6	6	4	6	1	1	79	209	18787	0.77989	0.58828	0.58828	0.48	322854	anapc5	ENSDARG00000008461		0.3406	0.3406	0.3406		0.34059999999999996		0.191621	0.191621	0.191621		0.19162099999999999		0.605408	0.605408	0.605408		0.605408										0.3406	0.191621	0.605408	0	1	0															1	322854	ENSDARG00000008461	0.3406	0.3406		0.191621	0.191621		0.605408	0.605408		0.3406	0.191621	0.605408	0						Poly 2,1(1)	1.7695090770721436	1.7695090770721436	1.7695090770721436	1.7695090770721436	0.0	1.7695090770721436	0.3406	0.3406	0.191621	0.191621	0.605408	0.605408	DOWN	0.0	1.0	0.0	
GO:0043167	3	ion binding	4864	5417	222	154	41	175	175	156	222	28	28	52	5389	13607	0.92233	0.11854	0.21349	0.52	100126123;100006523;100002038;799827;798846;794317;791518;664753;567242;565669;564644;564573;560719;560210;559768;556515;553940;553552;436651;415223;406452;393175;327586;322614;64265;64263;30725;30671	hsp70.1;fthl28;tnnc2;zmp:0000001316;hspa1b;zgc:175107;hmox1a;trim55b;cnga3a;plcd4a;nsmce2;myo3b;si:dkey-206f10.1;hsp70l;fthl30;crip3;pcdh1gb9;fthl31;fthl27;trim63a;sqstm1;erap1b;mep1b;arg2;aox5;gch2;chrna1;hsp70.3	ENSDARG00000092362;ENSDARG00000076221;ENSDARG00000095002;ENSDARG00000092407;ENSDARG00000056210;ENSDARG00000075417;ENSDARG00000027529;ENSDARG00000058158;ENSDARG00000070726;ENSDARG00000057975;ENSDARG00000076379;ENSDARG00000006892;ENSDARG00000032838;ENSDARG00000055723;ENSDARG00000077360;ENSDARG00000043395;ENSDARG00000088475;ENSDARG00000094210;ENSDARG00000031776;ENSDARG00000028027;ENSDARG00000075014;ENSDARG00000021859;ENSDARG00000040683;ENSDARG00000039269;ENSDARG00000071475;ENSDARG00000099101;ENSDARG00000009021;ENSDARG00000021924		2.1359257142857144	1.00473	0.304355	1.7009568738179854	2.40543435314288	1.7171077831283703	1.1839799285714285	0.2427695	0.17881	1.0725041020599764	1.3619717637994804	1.072589986688669	4.140750250000001	3.9905549999999996	0.518045	2.6479592327287538	4.486882959771003	2.6950088903175473									4.91684;3.619;0.557826;0.665423;3.69981;0.389047;3.86685;0.841448;3.8451;1.03076;0.315718;4.32879;4.25123;0.658254;2.96773;0.398489;0.9787;3.62037;4.55491;0.863081;0.741721;0.304355;0.646888;0.772573;2.59719;2.71756;0.726727;4.92953	2.69624;2.23086;0.235702;0.237265;2.26292;0.205848;2.33241;0.233354;2.32399;0.210979;0.183152;2.50486;2.4786;0.243737;1.92986;0.208134;0.214873;2.23128;2.58327;0.230496;0.238029;0.17881;0.241802;0.23649;1.7375;1.80176;0.238977;2.70024	8.96633;5.8709;1.32018;1.86621;6.04908;0.735288;6.41076;3.03417;6.36181;5.03587;0.544234;7.48085;7.29158;1.77773;4.56376;0.76294;4.45776;5.87425;8.03137;3.23176;2.31128;0.518045;1.73061;2.52386;3.88226;4.09885;2.20997;8.9993	14	14	14	100126123;100006523;798846;794317;791518;564644;560210;559768;556515;553552;436651;64265;64263;30671	ENSDARG00000092362;ENSDARG00000076221;ENSDARG00000056210;ENSDARG00000075417;ENSDARG00000027529;ENSDARG00000076379;ENSDARG00000055723;ENSDARG00000077360;ENSDARG00000043395;ENSDARG00000094210;ENSDARG00000031776;ENSDARG00000071475;ENSDARG00000099101;ENSDARG00000021924	2.803664142857143	3.293365	1.7052355958335113	1.6676579285714284	2.0803599999999998	0.9993716939601038	4.754789428571429	5.2173300000000005	2.952394275387552	4.91684;3.619;3.69981;0.389047;3.86685;0.315718;0.658254;2.96773;0.398489;3.62037;4.55491;2.59719;2.71756;4.92953	2.69624;2.23086;2.26292;0.205848;2.33241;0.183152;0.243737;1.92986;0.208134;2.23128;2.58327;1.7375;1.80176;2.70024	8.96633;5.8709;6.04908;0.735288;6.41076;0.544234;1.77773;4.56376;0.76294;5.87425;8.03137;3.88226;4.09885;8.9993	14	100002038;799827;664753;567242;565669;564573;560719;553940;415223;406452;393175;327586;322614;30725	ENSDARG00000095002;ENSDARG00000092407;ENSDARG00000058158;ENSDARG00000070726;ENSDARG00000057975;ENSDARG00000006892;ENSDARG00000032838;ENSDARG00000088475;ENSDARG00000028027;ENSDARG00000075014;ENSDARG00000021859;ENSDARG00000040683;ENSDARG00000039269;ENSDARG00000009021	1.468187285714286	0.8070105	1.463179020575374	0.7003019285714286	0.23687750000000002	0.9414817997813107	3.526711071428572	2.7790150000000002	2.243659922928278	0.557826;0.665423;0.841448;3.8451;1.03076;4.32879;4.25123;0.9787;0.863081;0.741721;0.304355;0.646888;0.772573;0.726727	0.235702;0.237265;0.233354;2.32399;0.210979;2.50486;2.4786;0.214873;0.230496;0.238029;0.17881;0.241802;0.23649;0.238977	1.32018;1.86621;3.03417;6.36181;5.03587;7.48085;7.29158;4.45776;3.23176;2.31128;0.518045;1.73061;2.52386;2.20997	0						Linear,13(0.47);Poly 2,15(0.54)	2.4111000735139223	76.28410911560059	1.676107406616211	7.905994892120361	1.7121382242560288	2.003924310207367	1.5058824712301575	2.765968957341271	0.7867188497908018	1.5812410073520553	3.159932424370724	5.121568075629276	CONFLICT	0.5	0.5	0.0	
GO:0043168	4	anion binding	2012	2234	81	60	16	64	64	57	81	9	9	71	2225	16771	0.53592	0.60303	1.0	0.4	100126123;798846;567242;564573;560719;560210;64265;64263;30671	hsp70.1;hspa1b;cnga3a;myo3b;si:dkey-206f10.1;hsp70l;aox5;gch2;hsp70.3	ENSDARG00000092362;ENSDARG00000056210;ENSDARG00000070726;ENSDARG00000006892;ENSDARG00000032838;ENSDARG00000055723;ENSDARG00000071475;ENSDARG00000099101;ENSDARG00000021924		3.5493671111111107	3.8451	0.658254	1.3666616993097147	3.4888441547458484	1.5435272144769676	2.0833163333333333	2.32399	0.243737	0.7716309668057009	2.0226847570015076	0.8720589804178409	6.100865555555555	6.36181	1.77773	2.4398903238829783	6.084549086823253	2.7525745877840424									4.91684;3.69981;3.8451;4.32879;4.25123;0.658254;2.59719;2.71756;4.92953	2.69624;2.26292;2.32399;2.50486;2.4786;0.243737;1.7375;1.80176;2.70024	8.96633;6.04908;6.36181;7.48085;7.29158;1.77773;3.88226;4.09885;8.9993	6	3	6	100126123;798846;560210;64265;64263;30671	ENSDARG00000092362;ENSDARG00000056210;ENSDARG00000055723;ENSDARG00000071475;ENSDARG00000099101;ENSDARG00000021924	3.253197333333333	3.208685	1.6265451043960226	1.9070661666666666	2.03234	0.9148833816504522	5.628925	5.073964999999999	2.9290920454826934	4.91684;3.69981;0.658254;2.59719;2.71756;4.92953	2.69624;2.26292;0.243737;1.7375;1.80176;2.70024	8.96633;6.04908;1.77773;3.88226;4.09885;8.9993	3	567242;564573;560719	ENSDARG00000070726;ENSDARG00000006892;ENSDARG00000032838	4.141706666666667	4.25123	0.2597797614005634	2.4358166666666667	2.4786	0.09773074968162951	7.044746666666666	7.29158	0.5989638146276725	3.8451;4.32879;4.25123	2.32399;2.50486;2.4786	6.36181;7.48085;7.29158	0						Linear,8(0.89);Poly 2,1(0.12)	2.340300930619894	22.777575135231018	1.6967229843139648	5.70545768737793	1.2650217966237454	2.123363494873047	2.656481467562099	4.442252754660124	1.5791841016869423	2.5874485649797245	4.5068038772853445	7.6949272338257675	UP	0.6666666666666666	0.3333333333333333	0.0	
