Gene Ontology Analyses
GO Category: ALL
GO File Creation Date: 10/06/22
Deduplicate Gene Sets: false
Data Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF
Work Source: Analine_R-ODAF_DESeq2_Norm_Data_renamed_4_Tylers_WF_williams_0.05_NOMTC_foldfilter1.5_BMD_1
BMDExpress3 Version: BMDExpress 3.00.0045 BETA
Timestamp (Start Time): 07/14/2023 21:01.03
Remove Promiscuous Probes: true
Remove BMD > Highest Dose from Category Descriptive Statistics: true
Remove BMD with p-Value < Cutoff: 0.1
Remove genes with BMD/BMDL >: 20.0
Remove genes with BMDU/BMDL >: 40.0
Remove genes with BMDU/BMD >: 20.0
Remove genes with BMD values > N fold below the lowest positive does: 10.0
Identify conflicting probe sets: 0.5
Category Count: 2183
Total Run Time: 2 seconds

GO/Pathway/Gene Set/Gene ID	GO Level	GO/Pathway/Gene Set/Gene Name	All Genes (Expression Data)	All Genes (Platform)	Input Genes	Genes with BMD <= Highest Dose	Genes with BMD p-Value >= 	Genes with BMD/BMDL <= 	Genes with BMDU/BMD <= 	Genes with BMDU/BMDL <= 	Genes with BMD <= N-Fold Lowest Positive Dose 	Genes That Passed All Filters	Fisher's A Parameter	Fisher's B Parameter	Fisher's C Parameter	Fisher's D Parameter	Fisher's Exact Left P-Value	Fisher's Exact Right P-Value	Fisher's Exact Two Tail	Percentage	Entrez Gene IDs	Gene Symbols	Probe IDs	Genes with Conflicting Probesets	BMD Mean	BMD Median	BMD Minimum	BMD Standard Deviation	BMD wMean	BMD wSD	BMDL Mean	BMDL Median	BMDL Minimum	BMDL Standard Deviation	BMDL wMean	BMDL wSD	BMDU Mean	BMDU Median	BMDU Minimum	BMDU Standard Deviation	BMDU wMean	BMDU wSD	5th Percentile Index	BMD at 5th Percentile of Total Genes	10th Percentile Index	BMD at 10th Percentile of Total Genes	BMDL at 5th Percentile of Total Genes	BMDL at 10th Percentile of Total Genes	BMDU at 5th Percentile of Total Genes	BMDU at 10th Percentile of Total Genes	BMD List	BMDL List	BMDU List	Probes with Adverse Direction Up	Probes with Adverse Direction Down	Genes with Adverse Direction Up	Genes Up List	Genes Up Probes List	Genes Up BMD Mean	Genes Up BMD Median	Genes Up SD	Genes Up BMDL Mean	Genes Up BMDL Median	Genes Up BMDL SD	Genes Up BMDU Mean	Genes Up BMDU Median	Genes Up BMDU SD	BMD list (up)	BMDL List (up)	BMDU List (up)	Genes with Adverse Direction Down	Genes Down List	Genes Down Probes List	Genes Down BMD Mean	Genes Down BMD Median	Genes Down SD	Genes Down BMDL Mean	Genes Down BMDL Median	Genes Down BMDL SD	Genes Down BMDU Mean	Genes Down BMDU Median	Genes Down BMDU SD	BMD list (down)	BMDL List (down)	BMDU List (down)	Genes with Adverse Conflict Count	Genes Conflict List	Genes Conflict Probes List	BMD list (Conflict)	BMDL list (Conflict)	BMDU list (Conflict)	Model Counts	Mean Fold Change	Total Fold Change	Min Fold Change	Max Fold Change	Standard Deviation Fold Change	Median Fold Change	Lower bound of the 95% confidence interval -  BMD	Upper bound of the 95% confidence interval -  BMD	Lower bound of the 95% confidence interval -  BMDL	Upper bound of the 95% confidence interval -  BMDL	Lower bound of the 95% confidence interval -  BMDU	Upper bound of the 95% confidence interval -  BMDU	Overall Direction	Percent Genes With Overall Direction Up	Percent Genes With Overall Direction Down	Percent Genes With Overall Direction Conflict
GO:0051240	5	positive regulation of multicellular organismal process	179	231	1	1	1	1	1	1	1	1	1	89	230	18756	0.70248	0.66682	1.0	0.43	554230	kdr	ENSDARG00000017321		0.933474	0.933474	0.933474		0.933474		0.217766	0.217766	0.217766		0.217766		4.00142	4.00142	4.00142		4.00142										0.933474	0.217766	4.00142	0	1	0															1	554230	ENSDARG00000017321	0.933474	0.933474		0.217766	0.217766		4.00142	4.00142		0.933474	0.217766	4.00142	0						Poly 2,1(1)	1.7781490087509155	1.7781490087509155	1.7781490087509155	1.7781490087509155	0.0	1.7781490087509155	0.933474	0.933474	0.217766	0.217766	4.00142	4.00142	DOWN	0.0	1.0	0.0	
GO:0051241	5	negative regulation of multicellular organismal process	160	176	1	1	0	1	1	1	1	0	0	90	176	18810	0.43336	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051246	6	regulation of protein metabolic process	625	752	10	8	4	9	9	8	10	4	4	86	748	18238	0.71837	0.47629	0.78207	0.53	570968;560202;492482;393153	rnf144aa;ghrb;eif4ebp3;serpine2	ENSDARG00000020600;ENSDARG00000007671;ENSDARG00000054916;ENSDARG00000029353		1.41498	0.535811	0.451288	1.8162008311615765	0.9746824675319824	1.3984959475041252	0.7705567500000001	0.225014	0.216629	1.0966983754665258	0.5023083384197078	0.8446839733216749	2.65214525	1.291611	0.940139	2.97177897296859	1.946242020209272	2.2948922261948708									0.451288;0.459226;0.612396;4.13701	0.216629;0.217815;0.232213;2.41557	0.940139;0.968202;1.61502;7.08522	1	3	1	393153	ENSDARG00000029353	4.13701	4.13701		2.41557	2.41557		7.08522	7.08522		4.13701	2.41557	7.08522	3	570968;560202;492482	ENSDARG00000020600;ENSDARG00000007671;ENSDARG00000054916	0.5076366666666666	0.459226	0.09081102026369603	0.22221900000000003	0.217815	0.008675348753795737	1.1744536666666667	0.968202	0.3817995593794376	0.451288;0.459226;0.612396	0.216629;0.217815;0.232213	0.940139;0.968202;1.61502	0						Linear,1(0.25);Poly 2,3(0.75)	1.7231724670369262	6.9245911836624146	1.5604993104934692	1.9865413904190063	0.19454595575052536	1.6887752413749695	-0.36489681453834466	3.194856814538345	-0.30420765795719507	1.8453211579571953	-0.2601981435092182	5.564488643509218	DOWN	0.25	0.75	0.0	
GO:0051247	7	positive regulation of protein metabolic process	277	341	5	4	2	5	5	4	5	2	2	88	339	18647	0.78225	0.48014	0.67661	0.59	570968;560202	rnf144aa;ghrb	ENSDARG00000020600;ENSDARG00000007671		0.455257	0.455257	0.451288	0.005613013629055572	0.4542758376368351	0.005438801599085573	0.217222	0.217222	0.216629	8.38628642481564E-4	0.21707540658066093	8.125999869589056E-4	0.9541705	0.9541705	0.940139	0.01984353760043038	0.9507018228272237	0.019227650450382463									0.451288;0.459226	0.216629;0.217815	0.940139;0.968202	0	2	0															2	570968;560202	ENSDARG00000020600;ENSDARG00000007671	0.455257	0.455257	0.005613013629055572	0.217222	0.217222	8.38628642481564E-4	0.9541705	0.9541705	0.01984353760043038	0.451288;0.459226	0.216629;0.217815	0.940139;0.968202	0						Poly 2,2(1)	1.8789109400879622	3.76365327835083	1.7771118879318237	1.9865413904190063	0.14808902138921176	1.881826639175415	0.44747776	0.46303624000000004	0.21605971999999998	0.21838428000000001	0.92666876	0.9816722400000001	DOWN	0.0	1.0	0.0	
GO:0051248	7	negative regulation of protein metabolic process	231	284	4	3	2	4	4	3	4	2	2	88	282	18704	0.84938	0.38841	0.38841	0.7	492482;393153	eif4ebp3;serpine2	ENSDARG00000054916;ENSDARG00000029353		2.3747030000000002	2.3747030000000002	0.612396	2.4922784604650414	1.614692071976168	2.2486037229949405	1.3238915000000002	1.3238915000000002	0.232213	1.5438665404511167	0.8530952142854991	1.3929198144327477	4.3501199999999995	4.3501199999999995	1.61502	3.868015514446652	3.1705832398112337	3.4898323860504785									0.612396;4.13701	0.232213;2.41557	1.61502;7.08522	1	1	1	393153	ENSDARG00000029353	4.13701	4.13701		2.41557	2.41557		7.08522	7.08522		4.13701	2.41557	7.08522	1	492482	ENSDARG00000054916	0.612396	0.612396		0.232213	0.232213		1.61502	1.61502		0.612396	0.232213	1.61502	0						Linear,1(0.5);Poly 2,1(0.5)	1.58034278677153	3.1609379053115845	1.5604993104934692	1.6004385948181152	0.028241338781694762	1.5804689526557922	-1.0794187199999992	5.82882472	-0.8157983599999998	3.46358136	-1.0106759999999992	9.710916000000001	CONFLICT	0.5	0.5	0.0	
GO:0051252	6	regulation of RNA metabolic process	2063	2343	24	21	9	23	23	23	24	9	9	81	2334	16652	0.31954	0.79085	0.6293	0.38	100038783;100005030;795414;565875;565874;565869;431765;415223;326672	zgc:162971;si:ch73-367f21.6;relb;nr1i2;znf692;klf9;nfil3-6;trim63a;ets2	ENSDARG00000101093;ENSDARG00000089953;ENSDARG00000086173;ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000068194;ENSDARG00000087188;ENSDARG00000028027;ENSDARG00000103980		2.4574293333333332	2.46761	0.276461	1.8935945759964694	2.016367457533975	1.6169730207143973	1.3350756666666668	1.65185	0.166296	1.1191802881025248	1.0535737988666252	1.060975135884747	4.9520818888888885	4.33314	0.459607	3.2676476067806965	4.530305097499087	2.4034288206856074									0.959542;5.93323;3.7943;0.688319;3.83195;3.20454;2.46761;0.960912;0.276461	0.214993;2.92363;2.28365;0.235701;2.29938;2.02709;1.65185;0.213091;0.166296	4.28257;12.0409;6.30427;2.0101;6.386;5.06593;3.68622;4.33314;0.459607	4	5	4	100005030;795414;565869;326672	ENSDARG00000089953;ENSDARG00000086173;ENSDARG00000068194;ENSDARG00000103980	3.30213275	3.4994199999999998	2.333032020392544	1.8501665	2.15537	1.1841950312662466	5.96767675	5.6851	4.766176498070781	5.93323;3.7943;3.20454;0.276461	2.92363;2.28365;2.02709;0.166296	12.0409;6.30427;5.06593;0.459607	5	100038783;565875;565874;431765;415223	ENSDARG00000101093;ENSDARG00000029766;ENSDARG00000078434;ENSDARG00000087188;ENSDARG00000028027	1.7816665999999999	0.960912	1.3434206632781855	0.9230030000000001	0.235701	0.9878346069289635	4.139606	4.28257	1.568800081807748	0.959542;0.688319;3.83195;2.46761;0.960912	0.214993;0.235701;2.29938;1.65185;0.213091	4.28257;2.0101;6.386;3.68622;4.33314	0						Linear,5(0.56);Poly 2,4(0.45)	1.9720652602734121	18.005703568458557	1.5456690788269043	2.5615530014038086	0.36147706837473026	2.0111420154571533	1.2202808770156401	3.694577789651027	0.6038778784396838	2.066273454893649	2.817218785792168	7.086944991985611	CONFLICT	0.4444444444444444	0.5555555555555556	0.0	
GO:0051253	7	negative regulation of RNA metabolic process	356	382	1	1	1	1	1	1	1	1	1	89	381	18605	0.4592	0.83876	1.0	0.26	565875	nr1i2	ENSDARG00000029766		0.688319	0.688319	0.688319		0.688319		0.235701	0.235701	0.235701		0.235701		2.0101	2.0101	2.0101		2.0101										0.688319	0.235701	2.0101	0	1	0															1	565875	ENSDARG00000029766	0.688319	0.688319		0.235701	0.235701		2.0101	2.0101		0.688319	0.235701	2.0101	0						Poly 2,1(1)	2.2165348529815674	2.2165348529815674	2.2165348529815674	2.2165348529815674	0.0	2.2165348529815674	0.688319	0.688319	0.235701	0.235701	2.0101	2.0101	DOWN	0.0	1.0	0.0	
GO:0051254	7	positive regulation of RNA metabolic process	458	521	5	5	2	5	5	5	5	2	2	88	519	18467	0.55271	0.70895	1.0	0.38	565875;415223	nr1i2;trim63a	ENSDARG00000029766;ENSDARG00000028027		0.8246155	0.8246155	0.688319	0.19275235880398545	0.9175992562561976	0.1409308836610211	0.22439599999999998	0.22439599999999998	0.213091	0.015987684322628138	0.21668353955914996	0.011689395103966863	3.17162	3.17162	2.0101	1.6426373369675988	3.9640284078952788	1.2010142592799393									0.688319;0.960912	0.235701;0.213091	2.0101;4.33314	0	2	0															2	565875;415223	ENSDARG00000029766;ENSDARG00000028027	0.8246155	0.8246155	0.19275235880398545	0.22439599999999998	0.22439599999999998	0.015987684322628138	3.17162	3.17162	1.6426373369675988	0.688319;0.960912	0.235701;0.213091	2.0101;4.33314	0						Poly 2,2(1)	2.111342315105813	4.227676868438721	2.0111420154571533	2.2165348529815674	0.14523466822065997	2.1138384342193604	0.5574743600000001	1.0917566399999998	0.2022382	0.24655379999999996	0.8950407999999999	5.4481991999999995	DOWN	0.0	1.0	0.0	
GO:0051259	7	protein complex oligomerization	103	109	1	1	0	1	1	1	1	0	0	90	109	18877	0.59634	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051260	8	protein homooligomerization	85	90	1	1	0	1	1	1	1	0	0	90	90	18896	0.65271	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051276	6	chromosome organization	146	177	1	1	1	1	1	1	1	1	1	89	176	18810	0.79656	0.5687	0.5687	0.56	799320	znf365	ENSDARG00000087985		0.413028	0.413028	0.413028		0.413028		0.208888	0.208888	0.208888		0.208888		0.81667	0.81667	0.81667		0.81667										0.413028	0.208888	0.81667	0	1	0															1	799320	ENSDARG00000087985	0.413028	0.413028		0.208888	0.208888		0.81667	0.81667		0.413028	0.208888	0.81667	0						Poly 2,1(1)	4.2750983238220215	4.2750983238220215	4.2750983238220215	4.2750983238220215	0.0	4.2750983238220215	0.413028	0.413028	0.208888	0.208888	0.81667	0.81667	DOWN	0.0	1.0	0.0	
GO:0051298	4	centrosome duplication	10	10	1	1	0	1	1	1	1	0	0	90	10	18976	0.9538	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051299	4	centrosome separation	4	4	1	1	0	1	1	1	1	0	0	90	4	18982	0.98126	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051301	3	cell division	179	186	1	1	1	1	1	1	1	1	1	89	185	18801	0.78103	0.58684	0.58684	0.54	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
GO:0051302	5	regulation of cell division	56	62	1	1	0	1	1	1	1	0	0	90	62	18924	0.74552	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051321	3	meiotic cell cycle	21	38	2	2	1	2	2	2	2	1	1	89	37	18949	0.98614	0.16463	0.16463	2.63	503536	rbbp8	ENSDARG00000043480		3.96311	3.96311	3.96311		3.96311		2.34987	2.34987	2.34987		2.34987		6.6839	6.6839	6.6839		6.6838999999999995										3.96311	2.34987	6.6839	0	1	0															1	503536	ENSDARG00000043480	3.96311	3.96311		2.34987	2.34987		6.6839	6.6839		3.96311	2.34987	6.6839	0						Linear,1(1)	1.8061717748641968	1.8061717748641968	1.8061717748641968	1.8061717748641968	0.0	1.8061717748641968	3.96311	3.96311	2.34987	2.34987	6.6839	6.6839	DOWN	0.0	1.0	0.0	
GO:0051336	5	regulation of hydrolase activity	340	402	4	3	2	3	3	3	4	2	2	88	400	18586	0.70502	0.5686	0.715	0.5	100141481;393153	ccl39.3;serpine2	ENSDARG00000100295;ENSDARG00000029353		3.1407	3.1407	2.14439	1.4089951143279402	2.8133406145285313	1.3307662821425414	1.9417750000000003	1.9417750000000003	1.46798	0.6700473147845604	1.7860993166891284	0.6328456109521389	5.10884	5.10884	3.13246	2.795023400402936	4.459457235340304	2.6398408775389948									2.14439;4.13701	1.46798;2.41557	3.13246;7.08522	2	0	2	100141481;393153	ENSDARG00000100295;ENSDARG00000029353	3.1407	3.1407	1.4089951143279402	1.9417750000000003	1.9417750000000003	0.6700473147845604	5.10884	5.10884	2.795023400402936	2.14439;4.13701	1.46798;2.41557	3.13246;7.08522	0															0						Linear,2(1)	2.2267102629533504	4.698488473892212	1.6004385948181152	3.0980498790740967	1.0589710946788986	2.349244236946106	1.1879324	5.093467599999999	1.0131368000000003	2.8704132	1.235135200000001	8.9825448	UP	1.0	0.0	0.0	
GO:0051338	5	regulation of transferase activity	214	238	6	4	3	5	5	4	6	3	3	87	235	18751	0.97377	0.10267	0.10267	1.26	100000252;554230;30689	pik3r3b;kdr;epha2a	ENSDARG00000034409;ENSDARG00000017321;ENSDARG00000017354		1.3458736666666666	0.933474	0.172267	1.425279302888502	1.4642562529350627	1.2945152552100587	0.7430856666666666	0.217766	0.116021	0.9992898728799033	0.7498720021262415	0.9788214732872528	2.9307203333333334	4.00142	0.255781	2.3318751168663243	3.57282083416202	1.8033682588912583									2.93188;0.933474;0.172267	1.89547;0.217766;0.116021	4.53496;4.00142;0.255781	1	2	1	30689	ENSDARG00000017354	0.172267	0.172267		0.116021	0.116021		0.255781	0.255781		0.172267	0.116021	0.255781	2	100000252;554230	ENSDARG00000034409;ENSDARG00000017321	1.932677	1.932677	1.4130864341638838	1.056618	1.056618	1.1863158752237954	4.268190000000001	4.268190000000001	0.3772697520342553	2.93188;0.933474	1.89547;0.217766	4.53496;4.00142	0						Linear,1(0.34);Poly 2,2(0.67)	1.743113909389581	5.261298894882202	1.5081138610839844	1.9750360250473022	0.23441408709154776	1.7781490087509155	-0.2669816961517675	2.9587290294851005	-0.3877172764604646	1.8738886097937977	0.29195522951218233	5.569485437154484	DOWN	0.3333333333333333	0.6666666666666666	0.0	
GO:0051339	5	regulation of lyase activity	18	25	1	1	1	1	1	1	1	1	1	89	24	18962	0.99385	0.11157	0.11157	4.0	100330921	guca1a	ENSDARG00000100747		1.0029	1.0029	1.0029		1.0029		0.205378	0.205378	0.205378		0.205378		4.89738	4.89738	4.89738		4.89738										1.0029	0.205378	4.89738	1	0	1	100330921	ENSDARG00000100747	1.0029	1.0029		0.205378	0.205378		4.89738	4.89738		1.0029	0.205378	4.89738	0															0						Poly 2,1(1)	2.7549633979797363	2.7549633979797363	2.7549633979797363	2.7549633979797363	0.0	2.7549633979797363	1.0029	1.0029	0.205378	0.205378	4.89738	4.89738	UP	1.0	0.0	0.0	
GO:0051342	6	regulation of cyclic-nucleotide phosphodiesterase activity	1	1	1	0	0	0	0	0	1	0	0	90	1	18985	0.99528	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051344	7	negative regulation of cyclic-nucleotide phosphodiesterase activity	1	1	1	0	0	0	0	0	1	0	0	90	1	18985	0.99528	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051345	6	positive regulation of hydrolase activity	190	224	2	2	1	2	2	2	2	1	1	89	223	18763	0.71471	0.65547	1.0	0.45	100141481	ccl39.3	ENSDARG00000100295		2.14439	2.14439	2.14439		2.14439		1.46798	1.46798	1.46798		1.46798		3.13246	3.13246	3.13246		3.13246										2.14439	1.46798	3.13246	1	0	1	100141481	ENSDARG00000100295	2.14439	2.14439		1.46798	1.46798		3.13246	3.13246		2.14439	1.46798	3.13246	0															0						Linear,1(1)	3.098049879074097	3.0980498790740967	3.0980498790740967	3.0980498790740967	0.0	3.0980498790740967	2.14439	2.14439	1.46798	1.46798	3.13246	3.13246	UP	1.0	0.0	0.0	
GO:0051346	6	negative regulation of hydrolase activity	94	118	2	1	1	1	1	1	2	1	1	89	117	18869	0.89292	0.42865	0.42865	0.85	393153	serpine2	ENSDARG00000029353		4.13701	4.13701	4.13701		4.13701		2.41557	2.41557	2.41557		2.41557		7.08522	7.08522	7.08522		7.08522										4.13701	2.41557	7.08522	1	0	1	393153	ENSDARG00000029353	4.13701	4.13701		2.41557	2.41557		7.08522	7.08522		4.13701	2.41557	7.08522	0															0						Linear,1(1)	1.6004385948181152	1.6004385948181152	1.6004385948181152	1.6004385948181152	0.0	1.6004385948181152	4.13701	4.13701	2.41557	2.41557	7.08522	7.08522	UP	1.0	0.0	0.0	
GO:0051347	6	positive regulation of transferase activity	120	134	4	3	2	4	4	3	4	2	2	88	132	18854	0.97444	0.13188	0.13188	1.49	554230;30689	kdr;epha2a	ENSDARG00000017321;ENSDARG00000017354		0.5528705	0.5528705	0.172267	0.5382546315866683	0.7513983743391767	0.45922915265174113	0.1668935	0.1668935	0.116021	0.07194457945182525	0.19342927617473238	0.0613818187911455	2.1286005	2.1286005	0.255781	2.648566736776799	3.105488191143039	2.2597094142714353									0.933474;0.172267	0.217766;0.116021	4.00142;0.255781	1	1	1	30689	ENSDARG00000017354	0.172267	0.172267		0.116021	0.116021		0.255781	0.255781		0.172267	0.116021	0.255781	1	554230	ENSDARG00000017321	0.933474	0.933474		0.217766	0.217766		4.00142	4.00142		0.933474	0.217766	4.00142	0						Poly 2,2(1)	1.874008631299549	3.7531850337982178	1.7781490087509155	1.9750360250473022	0.13922014435076133	1.8765925168991089	-0.19311235999999987	1.2988533599999998	0.06718340000000003	0.26660359999999994	-1.5421257199999996	5.79932672	CONFLICT	0.5	0.5	0.0	
GO:0051349	6	positive regulation of lyase activity	8	13	1	1	1	1	1	1	1	1	1	89	12	18974	0.99834	0.059645	0.059645	7.69	100330921	guca1a	ENSDARG00000100747		1.0029	1.0029	1.0029		1.0029		0.205378	0.205378	0.205378		0.205378		4.89738	4.89738	4.89738		4.89738		0.0	1.0029			0.205378		4.89738		1.0029	0.205378	4.89738	1	0	1	100330921	ENSDARG00000100747	1.0029	1.0029		0.205378	0.205378		4.89738	4.89738		1.0029	0.205378	4.89738	0															0						Poly 2,1(1)	2.7549633979797363	2.7549633979797363	2.7549633979797363	2.7549633979797363	0.0	2.7549633979797363	1.0029	1.0029	0.205378	0.205378	4.89738	4.89738	UP	1.0	0.0	0.0	
GO:0051371	7	muscle alpha-actinin binding	12	12	1	1	0	1	1	1	1	0	0	90	12	18974	0.94482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051393	6	alpha-actinin binding	12	12	1	1	0	1	1	1	1	0	0	90	12	18974	0.94482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051427	5	hormone receptor binding	17	28	1	1	0	1	1	1	1	0	0	90	28	18958	0.87589	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051428	6	peptide hormone receptor binding	9	13	1	1	0	1	1	1	1	0	0	90	13	18973	0.94035	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051452	11	intracellular pH reduction	12	12	1	1	0	1	1	1	1	0	0	90	12	18974	0.94482	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051453	10	regulation of intracellular pH	35	39	1	1	0	1	1	1	1	0	0	90	39	18947	0.83142	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051489	8	regulation of filopodium assembly	19	20	1	1	1	1	1	1	1	1	1	89	19	18967	0.99604	0.09029	0.09029	5.0	402973	nrp1b	ENSDARG00000027290		0.578946	0.578946	0.578946		0.578946		0.232649	0.232649	0.232649		0.23264900000000002		1.4407	1.4407	1.4407		1.4407		0.0	0.578946			0.232649		1.4407		0.578946	0.232649	1.4407	0	1	0															1	402973	ENSDARG00000027290	0.578946	0.578946		0.232649	0.232649		1.4407	1.4407		0.578946	0.232649	1.4407	0						Poly 2,1(1)	2.3552019596099854	2.3552019596099854	2.3552019596099854	2.3552019596099854	0.0	2.3552019596099854	0.578946	0.578946	0.232649	0.232649	1.4407	1.4407	DOWN	0.0	1.0	0.0	
GO:0051491	8	positive regulation of filopodium assembly	10	10	1	1	1	1	1	1	1	1	1	89	9	18977	0.99903	0.046201	0.046201	10.0	402973	nrp1b	ENSDARG00000027290		0.578946	0.578946	0.578946		0.578946		0.232649	0.232649	0.232649		0.23264900000000002		1.4407	1.4407	1.4407		1.4407		0.0	0.578946	0.0	0.578946	0.232649	0.232649	1.4407	1.4407	0.578946	0.232649	1.4407	0	1	0															1	402973	ENSDARG00000027290	0.578946	0.578946		0.232649	0.232649		1.4407	1.4407		0.578946	0.232649	1.4407	0						Poly 2,1(1)	2.3552019596099854	2.3552019596099854	2.3552019596099854	2.3552019596099854	0.0	2.3552019596099854	0.578946	0.578946	0.232649	0.232649	1.4407	1.4407	DOWN	0.0	1.0	0.0	
GO:0051493	7	regulation of cytoskeleton organization	256	282	3	3	1	3	3	3	3	1	1	89	281	18705	0.61494	0.73908	1.0	0.35	560912	si:dkey-92j12.5	ENSDARG00000094677		2.60462	2.60462	2.60462		2.6046199999999997		1.72633	1.72633	1.72633		1.72633		3.92975	3.92975	3.92975		3.92975										2.60462	1.72633	3.92975	0	1	0															1	560912	ENSDARG00000094677	2.60462	2.60462		1.72633	1.72633		3.92975	3.92975		2.60462	1.72633	3.92975	0						Linear,1(1)	2.1775286197662354	2.1775286197662354	2.1775286197662354	2.1775286197662354	0.0	2.1775286197662354	2.60462	2.60462	1.72633	1.72633	3.92975	3.92975	DOWN	0.0	1.0	0.0	
GO:0051494	8	negative regulation of cytoskeleton organization	59	67	1	1	0	1	1	1	1	0	0	90	67	18919	0.72804	1.0	1.0	0.0																																		0	0	0															0															0																							
GO:0051536	4	iron-sulfur cluster binding	63	67	1	1	1	1	1	1	1	1	1	89	66	18920	0.96007	0.27196	0.27196	1.49	64265	aox5	ENSDARG00000071475		2.63606	2.63606	2.63606		2.63606		1.74306	1.74306	1.74306		1.7430600000000003		3.98654	3.98654	3.98654		3.98654										2.63606	1.74306	3.98654	1	0	1	64265	ENSDARG00000071475	2.63606	2.63606		1.74306	1.74306		3.98654	3.98654		2.63606	1.74306	3.98654	0															0						Linear,1(1)	1.834011435508728	1.834011435508728	1.834011435508728	1.834011435508728	0.0	1.834011435508728	2.63606	2.63606	1.74306	1.74306	3.98654	3.98654	UP	1.0	0.0	0.0	
GO:0051537	5	2 iron, 2 sulfur cluster binding	24	26	1	1	1	1	1	1	1	1	1	89	25	18961	0.99335	0.11577	0.11577	3.85	64265	aox5	ENSDARG00000071475		2.63606	2.63606	2.63606		2.63606		1.74306	1.74306	1.74306		1.7430600000000003		3.98654	3.98654	3.98654		3.98654										2.63606	1.74306	3.98654	1	0	1	64265	ENSDARG00000071475	2.63606	2.63606		1.74306	1.74306		3.98654	3.98654		2.63606	1.74306	3.98654	0															0						Linear,1(1)	1.834011435508728	1.834011435508728	1.834011435508728	1.834011435508728	0.0	1.834011435508728	2.63606	2.63606	1.74306	1.74306	3.98654	3.98654	UP	1.0	0.0	0.0	
GO:0051539	5	4 iron, 4 sulfur cluster binding	38	39	1	1	1	1	1	1	1	1	1	89	38	18948	0.98543	0.16858	0.16858	2.56	64265	aox5	ENSDARG00000071475		2.63606	2.63606	2.63606		2.63606		1.74306	1.74306	1.74306		1.7430600000000003		3.98654	3.98654	3.98654		3.98654										2.63606	1.74306	3.98654	1	0	1	64265	ENSDARG00000071475	2.63606	2.63606		1.74306	1.74306		3.98654	3.98654		2.63606	1.74306	3.98654	0															0						Linear,1(1)	1.834011435508728	1.834011435508728	1.834011435508728	1.834011435508728	0.0	1.834011435508728	2.63606	2.63606	1.74306	1.74306	3.98654	3.98654	UP	1.0	0.0	0.0	
GO:0051540	3	metal cluster binding	63	67	1	1	1	1	1	1	1	1	1	89	66	18920	0.96007	0.27196	0.27196	1.49	64265	aox5	ENSDARG00000071475		2.63606	2.63606	2.63606		2.63606		1.74306	1.74306	1.74306		1.7430600000000003		3.98654	3.98654	3.98654		3.98654										2.63606	1.74306	3.98654	1	0	1	64265	ENSDARG00000071475	2.63606	2.63606		1.74306	1.74306		3.98654	3.98654		2.63606	1.74306	3.98654	0															0						Linear,1(1)	1.834011435508728	1.834011435508728	1.834011435508728	1.834011435508728	0.0	1.834011435508728	2.63606	2.63606	1.74306	1.74306	3.98654	3.98654	UP	1.0	0.0	0.0	
GO:0051569	7	regulation of histone H3-K4 methylation	4	4	1	1	0	1	1	1	1	0	0	90	4	18982	0.98126	1.0	1.0	0.0																																		0	0	0															0															0																							
